index,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
2997,CAN,BKK,12:55:00,0,01:40:00,14:35:00,0,CZ3081,CZ,China Southern Airlines,87953,,156466
2998,CAN,KUL,20:30:00,0,04:15:00,00:45:00,1,MH377,MH,Malaysia Airlines,64147,,142500
3018,CAN,CTU,19:05:00,1,02:40:00,21:45:00,1,CA4334,CA,Air China,14196,,
3019,CAN,CTU,19:05:00,0,02:40:00,21:45:00,0,CA4334,CA,Air China,14196,,
3020,CAN,CTU,21:00:00,1,02:40:00,23:40:00,1,CA4304,CA,Air China,14196,,
3021,CAN,CTU,21:00:00,5,02:40:00,23:40:00,5,CA4304,CA,Air China,14196,,
3022,CAN,CTU,19:05:00,5,02:40:00,21:45:00,5,CA4334,CA,Air China,14196,,
3023,CAN,CTU,21:00:00,2,02:40:00,23:40:00,2,CA4304,CA,Air China,14196,,
3024,CAN,YYZ,10:15:00,3,03:10:00,13:25:00,3,CZ311,CZ,China Southern Airlines,276086,,889516
3025,FRA,ATL,11:50:00,4,04:00:00,15:50:00,4,VS3855,VS,Virgin Atlantic,72324,155967,258108
3026,FRA,ATL,11:50:00,3,04:00:00,15:50:00,3,VS3855,VS,Virgin Atlantic,77140,229450,409527
3027,FRA,ATL,11:50:00,5,04:00:00,15:50:00,5,DL15,DL,Delta Airlines,122264,,
3028,FRA,ATL,10:15:00,5,04:00:00,14:15:00,5,LH444,LH,Lufthansa,128896,197414,347224
3029,FRA,ATL,10:15:00,3,04:00:00,14:15:00,3,LH444,LH,Lufthansa,130127,197414,407674
3030,FRA,ATL,10:15:00,6,04:00:00,14:15:00,6,LH444,LH,Lufthansa,172550,,443994
3031,FRA,ATL,10:15:00,0,04:00:00,14:15:00,0,LH444,LH,Lufthansa,187363,197414,444028
3032,FRA,ATL,10:15:00,2,04:00:00,14:15:00,2,LH444,LH,Lufthansa,187363,197414,
3033,FRA,ATL,10:15:00,3,04:00:00,14:15:00,3,LH444,LH,Lufthansa,187363,197414,407674
3034,FRA,ATL,10:15:00,6,04:00:00,14:15:00,6,LH444,LH,Lufthansa,187363,,443994
3035,FRA,ATL,10:15:00,3,04:00:00,14:15:00,3,UA8831,UA,United Airlines,197015,197414,
3036,FRA,ATL,10:15:00,2,04:00:00,14:15:00,2,UA8831,UA,United Airlines,212101,197414,
3037,FRA,ATL,11:50:00,3,04:00:00,15:50:00,3,DL15,DL,Delta Airlines,214555,155967,407864
3038,FRA,ATL,11:50:00,4,04:00:00,15:50:00,4,DL15,DL,Delta Airlines,214555,155967,
3039,FRA,ATL,11:50:00,2,04:00:00,15:50:00,2,VS3855,VS,Virgin Atlantic,214555,,
3040,FRA,ATL,11:50:00,4,04:00:00,15:50:00,4,VS3855,VS,Virgin Atlantic,214555,155967,258108
3041,FRA,ATL,11:50:00,6,04:00:00,15:50:00,6,DL15,DL,Delta Airlines,215419,229450,280159
3042,FRA,ATL,11:50:00,6,04:00:00,15:50:00,6,VS3855,VS,Virgin Atlantic,215419,229450,280159
3043,FRA,ATL,11:50:00,2,04:00:00,15:50:00,2,DL15,DL,Delta Airlines,215419,,279015
3044,FRA,ATL,11:50:00,5,04:00:00,15:50:00,5,VS3855,VS,Virgin Atlantic,215419,,434056
3045,FRA,DXB,11:00:00,0,08:20:00,19:20:00,0,EK44,EK,Emirates,47908,,242527
3046,FRA,DXB,22:20:00,0,08:20:00,06:40:00,1,EK48,EK,Emirates,58747,,242527
3047,FRA,DXB,15:15:00,1,08:20:00,23:35:00,1,EK46,EK,Emirates,58747,,243296
3048,FRA,DXB,22:20:00,2,08:20:00,06:40:00,3,EK48,EK,Emirates,58747,,
3049,FRA,DXB,15:15:00,0,08:20:00,23:35:00,0,EK46,EK,Emirates,58747,,242527
3050,FRA,DXB,11:00:00,1,08:20:00,19:20:00,1,EK44,EK,Emirates,58747,,243296
3051,FRA,DXB,15:15:00,2,08:20:00,23:35:00,2,EK46,EK,Emirates,64121,,
3052,FRA,DXB,22:20:00,3,08:20:00,06:40:00,4,EK48,EK,Emirates,64121,,
3053,FRA,DXB,11:00:00,3,08:20:00,19:20:00,3,EK44,EK,Emirates,64121,,
3054,FRA,DXB,11:00:00,2,08:20:00,19:20:00,2,EK44,EK,Emirates,64121,,365835
3055,FRA,DXB,15:15:00,3,08:20:00,23:35:00,3,EK46,EK,Emirates,64121,,365835
3056,FRA,DXB,22:20:00,1,08:20:00,06:40:00,2,EK48,EK,Emirates,64121,,243296
3057,FRA,DXB,14:10:00,0,08:25:00,22:35:00,0,LH630,LH,Lufthansa,75453,167317,314888
3058,FRA,DXB,14:10:00,5,08:25:00,22:35:00,5,LH630,LH,Lufthansa,75453,167317,232092
3059,FRA,DXB,14:10:00,4,08:25:00,22:35:00,4,LH630,LH,Lufthansa,75453,167317,233284
3060,FRA,DXB,14:10:00,3,08:25:00,22:35:00,3,LH630,LH,Lufthansa,76528,167315,232092
3061,FRA,DXB,14:10:00,1,08:25:00,22:35:00,1,LH630,LH,Lufthansa,76548,167317,315436
3062,FRA,DXB,15:15:00,6,08:20:00,23:35:00,6,EK46,EK,Emirates,79708,,247619
3063,FRA,DXB,22:20:00,5,08:20:00,06:40:00,6,EK48,EK,Emirates,81947,,276723
3064,FRA,DXB,14:10:00,2,08:25:00,22:35:00,2,LH630,LH,Lufthansa,85484,167315,232092
3065,FRA,DXB,14:10:00,6,08:25:00,22:35:00,6,LH630,LH,Lufthansa,85486,167317,315436
3066,FRA,DXB,11:00:00,6,08:20:00,19:20:00,6,EK44,EK,Emirates,103535,,246844
3067,FRA,DXB,22:20:00,6,08:20:00,06:40:00,0,EK48,EK,Emirates,103535,,247619
3068,FRA,DXB,22:20:00,4,08:20:00,06:40:00,5,EK48,EK,Emirates,105775,,
3069,FRA,DXB,11:00:00,4,08:20:00,19:20:00,4,EK44,EK,Emirates,105775,,276723
3070,FRA,LAX,12:20:00,1,03:35:00,15:55:00,1,DE2080,DE,Condor,88044,,
3071,FRA,LAX,10:30:00,1,02:35:00,13:05:00,1,LH456,LH,Lufthansa,143224,200437,528006
3072,FRA,LAX,13:40:00,2,03:10:00,16:50:00,2,LH450,LH,Lufthansa,145001,,447655
3073,FRA,LAX,10:30:00,3,02:35:00,13:05:00,3,LH456,LH,Lufthansa,146668,200402,447655
3074,FRA,LAX,13:40:00,3,03:10:00,16:50:00,3,LH450,LH,Lufthansa,146668,200402,
3075,FRA,LAX,10:30:00,3,02:35:00,13:05:00,3,UA8845,UA,United Airlines,152264,200437,446619
3076,FRA,LAX,13:40:00,2,03:10:00,16:50:00,2,UA8899,UA,United Airlines,168976,200437,448468
3077,FRA,LAX,10:30:00,4,02:35:00,13:05:00,4,LH456,LH,Lufthansa,187117,,447655
3078,FRA,LAX,13:40:00,4,03:10:00,16:50:00,4,LH450,LH,Lufthansa,187117,200437,447655
3079,FRA,LAX,10:30:00,1,02:35:00,13:05:00,1,UA8845,UA,United Airlines,187818,200437,446619
3080,FRA,LAX,10:30:00,0,02:35:00,13:05:00,0,LH456,LH,Lufthansa,189989,,
3081,FRA,LAX,10:30:00,5,02:35:00,13:05:00,5,LH456,LH,Lufthansa,189989,,446014
3082,FRA,ORD,10:45:00,4,02:15:00,13:00:00,4,LH430,LH,Lufthansa,99932,182023,408279
3083,FRA,ORD,17:20:00,3,02:40:00,20:00:00,3,LH432,LH,Lufthansa,104940,194392,408279
3084,FRA,ORD,12:45:00,3,02:20:00,15:05:00,3,UA906,UA,United Airlines,111892,,406057
3085,FRA,ORD,08:35:00,4,02:05:00,10:40:00,4,UA945,UA,United Airlines,112346,,345796
3086,FRA,ORD,17:20:00,5,02:40:00,20:00:00,5,LH432,LH,Lufthansa,115064,194392,378085
3087,FRA,ORD,08:35:00,6,02:05:00,10:40:00,6,UA945,UA,United Airlines,130530,189028,
3088,FRA,ORD,08:35:00,5,02:05:00,10:40:00,5,UA945,UA,United Airlines,130773,194310,432487
3089,FRA,ORD,10:45:00,5,02:15:00,13:00:00,5,LH430,LH,Lufthansa,131497,194392,378085
3090,FRA,ORD,17:20:00,6,02:40:00,20:00:00,6,LH432,LH,Lufthansa,132038,182023,
3091,FRA,ORD,10:45:00,6,02:15:00,13:00:00,6,LH430,LH,Lufthansa,150287,,378085
3092,FRA,LHR,14:35:00,1,00:50:00,15:25:00,1,BA905,BA,British Airways,21244,,34393
3093,FRA,LHR,10:45:00,0,00:55:00,11:40:00,0,BA903,BA,British Airways,21705,,43028
3094,FRA,LHR,20:00:00,2,00:40:00,20:40:00,2,LH920,LH,Lufthansa,22429,,33098
3095,FRA,LHR,21:30:00,1,00:40:00,22:10:00,1,LH922,LH,Lufthansa,22429,,33098
3096,FRA,LHR,21:30:00,2,00:40:00,22:10:00,2,LH922,LH,Lufthansa,22429,,33098
3097,FRA,LHR,15:05:00,0,00:50:00,15:55:00,0,BA905,BA,British Airways,27262,,41905
3098,FRA,LHR,20:00:00,0,00:40:00,20:40:00,0,LH920,LH,Lufthansa,28539,,33098
3099,FRA,LHR,21:30:00,3,00:40:00,22:10:00,3,LH922,LH,Lufthansa,28539,,33098
3100,FRA,LHR,21:30:00,0,00:40:00,22:10:00,0,LH922,LH,Lufthansa,28539,,33098
3101,FRA,LHR,07:00:00,3,00:40:00,07:40:00,3,LH924,LH,Lufthansa,28539,,33098
3102,FRA,LHR,07:00:00,6,00:40:00,07:40:00,6,LH924,LH,Lufthansa,32642,,
3103,FRA,LHR,15:00:00,1,00:40:00,15:40:00,1,LH910,LH,Lufthansa,33007,,
3104,FRA,LHR,20:40:00,2,00:40:00,21:20:00,2,BA915,BA,British Airways,34010,,46482
3105,FRA,LHR,07:05:00,1,00:50:00,07:55:00,1,BA901,BA,British Airways,34010,,46482
3106,FRA,HND,13:55:00,3,19:50:00,09:45:00,4,LH716,LH,Lufthansa,171323,234975,510413
3107,FRA,HND,12:10:00,0,20:00:00,08:10:00,1,LH4948,LH,Lufthansa,173648,,
3108,FRA,HND,13:55:00,3,19:50:00,09:45:00,4,LH716,LH,Lufthansa,238532,234975,510413
3109,FRA,HND,13:55:00,5,19:50:00,09:45:00,6,LH716,LH,Lufthansa,238532,234975,353455
3110,FRA,HND,12:10:00,0,20:00:00,08:10:00,1,LH4948,LH,Lufthansa,239614,,
3111,FRA,HND,12:10:00,4,20:00:00,08:10:00,5,LH4948,LH,Lufthansa,239614,,563753
3112,FRA,HND,20:45:00,4,20:00:00,16:45:00,5,LH4912,LH,Lufthansa,239614,,
3113,FRA,HND,12:10:00,5,20:00:00,08:10:00,6,LH4948,LH,Lufthansa,239614,,
3114,FRA,HND,20:45:00,1,20:00:00,16:45:00,2,LH4912,LH,Lufthansa,239614,,
3115,FRA,HND,20:45:00,5,20:00:00,16:45:00,6,LH4912,LH,Lufthansa,239614,,
3116,FRA,HND,13:55:00,3,19:50:00,09:45:00,4,NH5854,NH,All Nippon Airways,241927,178494,391737
3117,FRA,HND,13:55:00,5,19:50:00,09:45:00,6,NH5854,NH,All Nippon Airways,241927,238136,
3118,FRA,HND,12:10:00,4,20:00:00,08:10:00,5,NH204,NH,All Nippon Airways,241927,,
3119,FRA,HND,12:10:00,0,20:00:00,08:10:00,1,NH204,NH,All Nippon Airways,241927,,
3120,FRA,HND,19:30:00,3,20:00:00,15:30:00,4,NH224,NH,All Nippon Airways,241927,,515930
3121,FRA,HND,20:45:00,1,20:00:00,16:45:00,2,NH224,NH,All Nippon Airways,241927,,510593
3122,FRA,HND,20:45:00,5,20:00:00,16:45:00,6,NH224,NH,All Nippon Airways,241927,238161,558736
3123,FRA,HND,12:10:00,5,20:00:00,08:10:00,6,NH204,NH,All Nippon Airways,241927,,510593
3124,FRA,HND,20:45:00,4,20:00:00,16:45:00,5,NH224,NH,All Nippon Airways,241927,,
3125,FRA,CDG,19:55:00,3,01:25:00,21:20:00,3,AF1819,AF,Air France,19831,,41479
3126,FRA,CDG,07:05:00,3,01:30:00,08:35:00,3,AF1019,AF,Air France,19831,,47605
3127,FRA,CDG,09:40:00,3,01:30:00,11:10:00,3,AF1519,AF,Air France,20762,,47605
3128,FRA,CDG,07:15:00,6,01:15:00,08:30:00,6,LH1026,LH,Lufthansa,24833,,
3129,FRA,CDG,19:55:00,4,01:25:00,21:20:00,4,AF1819,AF,Air France,25309,,41479
3130,FRA,CDG,19:40:00,5,01:25:00,21:05:00,5,AF1819,AF,Air France,25309,,41479
3131,FRA,CDG,19:55:00,3,01:25:00,21:20:00,3,AF1819,AF,Air France,25309,,41479
3132,FRA,CDG,09:40:00,4,01:30:00,11:10:00,4,AF1519,AF,Air France,27042,,41393
3133,FRA,CDG,19:55:00,2,01:25:00,21:20:00,2,AF1819,AF,Air France,30042,,41479
3134,FRA,CDG,09:40:00,5,01:30:00,11:10:00,5,AF1519,AF,Air France,30625,,41479
3135,FRA,CDG,09:25:00,2,01:15:00,10:40:00,2,LH1030,LH,Lufthansa,30726,,
3136,FRA,CDG,21:40:00,4,01:15:00,22:55:00,4,LH1052,LH,Lufthansa,30726,,52445
3137,FRA,CDG,09:25:00,4,01:15:00,10:40:00,4,LH1030,LH,Lufthansa,30726,,
3138,FRA,CDG,07:15:00,2,01:15:00,08:30:00,2,LH1026,LH,Lufthansa,30726,,
3139,FRA,CDG,07:15:00,5,01:15:00,08:30:00,5,LH1026,LH,Lufthansa,30726,,
3140,FRA,CDG,08:30:00,4,01:15:00,09:45:00,4,LH1028,LH,Lufthansa,30726,,
3141,FRA,CDG,21:40:00,2,01:15:00,22:55:00,2,LH1052,LH,Lufthansa,30726,,
3142,FRA,CDG,08:30:00,2,01:15:00,09:45:00,2,LH1028,LH,Lufthansa,30726,,52445
3143,FRA,CDG,12:25:00,4,01:15:00,13:40:00,4,LH1034,LH,Lufthansa,30726,,
3144,FRA,CDG,12:25:00,2,01:15:00,13:40:00,2,LH1034,LH,Lufthansa,30726,,
3145,FRA,CDG,07:15:00,4,01:15:00,08:30:00,4,LH1026,LH,Lufthansa,30726,,52445
3146,FRA,CDG,12:05:00,2,01:30:00,13:35:00,2,AF1619,AF,Air France,31476,,51841
3147,FRA,CDG,21:40:00,3,01:15:00,22:55:00,3,LH1052,LH,Lufthansa,32107,,
3148,FRA,AMS,11:45:00,0,01:15:00,13:00:00,0,KL1766,KL,KLM,23175,,55899
3149,FRA,AMS,18:30:00,0,01:15:00,19:45:00,0,KL1772,KL,KLM,23175,,55899
3150,FRA,AMS,14:15:00,0,01:20:00,15:35:00,0,KL1768,KL,KLM,23175,,55899
3151,FRA,AMS,10:15:00,1,01:20:00,11:35:00,1,KL1764,KL,KLM,23175,,55899
3152,FRA,AMS,10:15:00,0,01:20:00,11:35:00,0,KL1764,KL,KLM,23175,,55899
3153,FRA,AMS,14:15:00,1,01:20:00,15:35:00,1,KL1768,KL,KLM,23175,,55899
3154,FRA,AMS,16:20:00,6,01:15:00,17:35:00,6,LH996,LH,Lufthansa,31329,,59655
3155,FRA,AMS,08:05:00,6,01:15:00,09:20:00,6,LH986,LH,Lufthansa,31329,,63960
3156,FRA,AMS,09:10:00,5,01:15:00,10:25:00,5,LH988,LH,Lufthansa,31329,,63960
3157,FRA,AMS,08:05:00,5,01:15:00,09:20:00,5,LH986,LH,Lufthansa,31329,,59655
3158,FRA,AMS,17:20:00,6,01:15:00,18:35:00,6,LH998,LH,Lufthansa,31329,,59655
3159,FRA,AMS,08:05:00,4,01:15:00,09:20:00,4,LH986,LH,Lufthansa,31329,,59655
3160,FRA,AMS,21:00:00,6,01:15:00,22:15:00,6,LH1002,LH,Lufthansa,31329,,
3161,FRA,AMS,17:20:00,5,01:15:00,18:35:00,5,LH998,LH,Lufthansa,31329,,63960
3162,FRA,AMS,16:20:00,5,01:15:00,17:35:00,5,LH996,LH,Lufthansa,31329,,59655
3163,FRA,AMS,21:00:00,5,01:15:00,22:15:00,5,LH1002,LH,Lufthansa,31415,,59655
3164,FRA,AMS,16:20:00,4,01:15:00,17:35:00,4,LH996,LH,Lufthansa,31415,,59655
3165,FRA,AMS,09:10:00,6,01:15:00,10:25:00,6,LH988,LH,Lufthansa,31415,,59655
3166,FRA,AMS,21:00:00,4,01:15:00,22:15:00,4,LH1002,LH,Lufthansa,33641,,59655
3167,FRA,AMS,07:00:00,0,01:10:00,08:10:00,0,KL1762,KL,KLM,34126,,65225
3168,FRA,AMS,17:20:00,4,01:15:00,18:35:00,4,LH998,LH,Lufthansa,34289,,59655
3169,FRA,AMS,08:05:00,4,01:15:00,09:20:00,4,LH986,LH,Lufthansa,34289,,59655
3170,FRA,AMS,09:10:00,6,01:15:00,10:25:00,6,LH988,LH,Lufthansa,34289,,59655
3171,FRA,AMS,12:40:00,4,01:15:00,13:55:00,4,LH992,LH,Lufthansa,34289,,59655
3172,FRA,DFW,10:10:00,6,04:05:00,14:15:00,6,LH438,LH,Lufthansa,166141,200437,441610
3173,FRA,DFW,10:10:00,4,04:05:00,14:15:00,4,LH438,LH,Lufthansa,184105,,571514
3174,FRA,DFW,10:10:00,6,04:05:00,14:15:00,6,LH438,LH,Lufthansa,184105,200437,441610
3175,FRA,DFW,10:55:00,3,03:50:00,14:45:00,3,AA71,AA,American Airlines,207370,241390,445489
3176,FRA,DFW,10:55:00,0,03:50:00,14:45:00,0,AA71,AA,American Airlines,207370,,
3177,FRA,DFW,10:55:00,5,03:50:00,14:45:00,5,AA71,AA,American Airlines,207370,,
3178,FRA,DFW,10:55:00,1,03:50:00,14:45:00,1,AA71,AA,American Airlines,207370,,446519
3179,FRA,DFW,10:55:00,4,03:50:00,14:45:00,4,AA71,AA,American Airlines,207553,243971,446519
3180,FRA,DFW,10:55:00,6,03:50:00,14:45:00,6,AA71,AA,American Airlines,207553,,446519
3181,FRA,DFW,10:55:00,1,03:50:00,14:45:00,1,IB4203,IB,Iberia Airways,208625,,447535
3182,FRA,DFW,10:55:00,6,03:50:00,14:45:00,6,IB4203,IB,Iberia Airways,208625,,447535
3183,FRA,DFW,10:55:00,3,03:50:00,14:45:00,3,IB4203,IB,Iberia Airways,208625,242320,446446
3184,FRA,DFW,10:55:00,0,03:50:00,14:45:00,0,IB4203,IB,Iberia Airways,208625,,
3185,FRA,DFW,10:55:00,2,03:50:00,14:45:00,2,AA71,AA,American Airlines,209647,,446519
3186,FRA,DFW,10:55:00,4,03:50:00,14:45:00,4,AY5799,AY,Finnair,212163,,444481
3187,FRA,SAW,17:40:00,2,04:10:00,21:50:00,2,PC996,PC,Pegasus Airlines,16266,,
3188,FRA,SAW,14:45:00,2,04:10:00,18:55:00,2,PC994,PC,Pegasus Airlines,16266,,
3189,FRA,SAW,17:40:00,4,04:10:00,21:50:00,4,PC996,PC,Pegasus Airlines,18546,,
3190,FRA,SAW,17:40:00,0,04:10:00,21:50:00,0,PC996,PC,Pegasus Airlines,18546,,
3191,FRA,SAW,17:40:00,1,04:10:00,21:50:00,1,PC996,PC,Pegasus Airlines,18546,,
3192,FRA,SAW,14:45:00,1,04:10:00,18:55:00,1,PC994,PC,Pegasus Airlines,18546,,
3193,FRA,SAW,14:45:00,0,04:10:00,18:55:00,0,PC994,PC,Pegasus Airlines,18546,,
3194,FRA,SAW,14:05:00,2,03:55:00,18:00:00,2,TK7735,TK,Turkish Airlines,21368,,
3195,FRA,SAW,14:45:00,3,04:10:00,18:55:00,3,PC994,PC,Pegasus Airlines,21738,,
3196,FRA,SAW,17:40:00,3,04:10:00,21:50:00,3,PC996,PC,Pegasus Airlines,21738,,
3197,FRA,SAW,17:40:00,6,04:10:00,21:50:00,6,PC996,PC,Pegasus Airlines,21738,,
3198,FRA,SAW,17:40:00,5,04:10:00,21:50:00,5,PC996,PC,Pegasus Airlines,21738,,
3199,FRA,IST,09:05:00,2,03:55:00,13:00:00,2,LH1298,LH,Lufthansa,22140,,55200
3200,FRA,SAW,14:05:00,0,03:55:00,18:00:00,0,TK7735,TK,Turkish Airlines,24550,,
3201,FRA,SAW,14:05:00,1,03:55:00,18:00:00,1,TK7735,TK,Turkish Airlines,24550,,
3202,FRA,SAW,14:45:00,4,04:10:00,18:55:00,4,PC994,PC,Pegasus Airlines,24929,,
3203,FRA,SAW,14:45:00,6,04:10:00,18:55:00,6,PC994,PC,Pegasus Airlines,24929,,
3204,FRA,IST,07:15:00,0,04:10:00,11:25:00,0,TK1598,TK,Turkish Airlines,25187,,73250
3205,FRA,IST,21:55:00,1,04:10:00,02:05:00,2,TK1589,TK,Turkish Airlines,25187,,60298
3206,FRA,IST,21:55:00,2,04:10:00,02:05:00,3,TK1589,TK,Turkish Airlines,25187,,60298
3207,FRA,IST,18:50:00,2,04:05:00,22:55:00,2,TK1594,TK,Turkish Airlines,27048,,73597
3208,FRA,SAW,13:45:00,5,03:50:00,17:35:00,5,TK7735,TK,Turkish Airlines,27730,,
3209,FRA,SAW,14:05:00,6,03:55:00,18:00:00,6,TK7735,TK,Turkish Airlines,27730,,
3210,FRA,SAW,14:05:00,4,04:15:00,18:20:00,4,TK7735,TK,Turkish Airlines,27809,,
3211,FRA,IST,15:15:00,2,04:00:00,19:15:00,2,TK1592,TK,Turkish Airlines,28402,,60298
3212,FRA,DEL,20:20:00,3,11:55:00,08:15:00,4,UK26,UK,Vistara,58170,103181,200575
3213,FRA,DEL,20:20:00,1,11:55:00,08:15:00,2,UK26,UK,Vistara,58170,141857,200575
3214,FRA,DEL,20:20:00,5,11:55:00,08:15:00,6,UK26,UK,Vistara,59630,104295,216688
3215,FRA,DEL,21:15:00,2,11:15:00,08:30:00,3,AI120,AI,Air India,62458,,
3216,FRA,DEL,21:15:00,5,11:15:00,08:30:00,6,AI120,AI,Air India,62458,,232966
3217,FRA,DEL,21:15:00,6,11:15:00,08:30:00,0,AI120,AI,Air India,63029,,233376
3218,FRA,DEL,21:15:00,4,11:15:00,08:30:00,5,AI120,AI,Air India,64161,,234261
3219,FRA,DEL,13:40:00,2,11:15:00,00:55:00,3,LH760,LH,Lufthansa,65221,183597,220585
3220,FRA,DEL,21:15:00,3,11:15:00,08:30:00,4,AI120,AI,Air India,71743,,190987
3221,FRA,DEL,13:40:00,4,11:15:00,00:55:00,5,LH760,LH,Lufthansa,74766,183597,283158
3222,FRA,DEL,13:40:00,3,11:15:00,00:55:00,4,LH760,LH,Lufthansa,75019,183597,292304
3223,FRA,DEL,13:40:00,5,11:15:00,00:55:00,6,LH760,LH,Lufthansa,89209,183597,221874
3224,FRA,DEL,13:40:00,1,11:15:00,00:55:00,2,LH760,LH,Lufthansa,102445,182992,283158
3225,FRA,DEL,13:40:00,2,11:15:00,00:55:00,3,LH760,LH,Lufthansa,102445,183597,220585
3226,FRA,DEL,13:40:00,4,11:15:00,00:55:00,5,LH760,LH,Lufthansa,102445,183597,283158
3227,FRA,DEL,13:40:00,5,11:15:00,00:55:00,6,LH760,LH,Lufthansa,102445,183597,221874
3228,FRA,DEL,13:40:00,3,11:15:00,00:55:00,4,LH760,LH,Lufthansa,102445,183597,292304
3229,FRA,DEL,13:40:00,6,11:15:00,00:55:00,0,LH760,LH,Lufthansa,102445,183597,291391
3230,FRA,DEL,13:40:00,0,11:15:00,00:55:00,1,LH760,LH,Lufthansa,108614,182992,284284
3231,FRA,DEL,21:15:00,0,11:15:00,08:30:00,1,AI120,AI,Air India,114640,,191431
3232,FRA,DEL,13:40:00,0,11:15:00,00:55:00,1,LH760,LH,Lufthansa,119335,182992,284284
3233,FRA,DEL,21:15:00,1,11:15:00,08:30:00,2,AI120,AI,Air India,133443,,232966
3234,FRA,ICN,14:35:00,5,19:10:00,09:45:00,6,LH712,LH,Lufthansa,174283,,
3235,FRA,ICN,15:00:00,2,18:35:00,09:35:00,3,LH712,LH,Lufthansa,210854,,460346
3236,FRA,ICN,14:35:00,5,19:10:00,09:45:00,6,LH712,LH,Lufthansa,210854,,
3237,FRA,DEN,11:20:00,0,02:05:00,13:25:00,0,UA181,UA,United Airlines,137173,,524695
3238,FRA,DEN,11:20:00,3,02:05:00,13:25:00,3,UA181,UA,United Airlines,141566,,413246
3239,FRA,DEN,11:20:00,1,02:05:00,13:25:00,1,UA181,UA,United Airlines,145311,203459,446584
3240,FRA,DEN,11:20:00,6,02:05:00,13:25:00,6,UA181,UA,United Airlines,147508,208484,
3241,FRA,DEN,11:20:00,0,02:05:00,13:25:00,0,LH7586,LH,Lufthansa,148348,,
3242,FRA,DEN,11:20:00,2,02:05:00,13:25:00,2,LH7586,LH,Lufthansa,148385,,449510
3243,FRA,DEN,11:20:00,3,02:05:00,13:25:00,3,LH7586,LH,Lufthansa,148385,203459,
3244,FRA,DEN,13:15:00,6,02:55:00,16:10:00,6,LH446,LH,Lufthansa,148385,,
3245,FRA,DEN,13:15:00,2,02:55:00,16:10:00,2,LH446,LH,Lufthansa,148629,,449510
3246,FRA,DEN,11:20:00,1,02:05:00,13:25:00,1,UA181,UA,United Airlines,148975,203459,446584
3247,FRA,DEN,11:20:00,3,02:05:00,13:25:00,3,UA181,UA,United Airlines,148975,,413246
3248,FRA,DEN,11:20:00,2,02:05:00,13:25:00,2,UA181,UA,United Airlines,148975,,448468
3249,FRA,DEN,11:20:00,4,02:05:00,13:25:00,4,UA181,UA,United Airlines,149806,203459,352601
3250,FRA,DEN,13:15:00,2,02:55:00,16:10:00,2,LH446,LH,Lufthansa,150916,,449510
3251,FRA,DEN,11:20:00,5,02:05:00,13:25:00,5,LH7586,LH,Lufthansa,174371,,450291
3252,FRA,DEN,11:20:00,1,02:05:00,13:25:00,1,LH7586,LH,Lufthansa,174371,203459,456255
3253,FRA,DEN,11:20:00,4,02:05:00,13:25:00,4,LH7586,LH,Lufthansa,174371,203459,
3254,FRA,DEN,11:20:00,6,02:05:00,13:25:00,6,LH7586,LH,Lufthansa,174371,,
3255,FRA,JFK,11:40:00,4,02:45:00,14:25:00,4,DE2016,DE,Condor,67742,,130331
3256,FRA,JFK,11:40:00,3,02:45:00,14:25:00,3,DE2016,DE,Condor,67811,,104426
3257,FRA,JFK,11:40:00,0,02:45:00,14:25:00,0,DE2016,DE,Condor,67811,,130331
3258,FRA,JFK,11:00:00,2,02:30:00,13:30:00,2,DL107,DL,Delta Airlines,79675,157005,366155
3259,FRA,JFK,11:40:00,5,02:45:00,14:25:00,5,DE2016,DE,Condor,79848,,130331
3260,FRA,JFK,11:40:00,6,02:45:00,14:25:00,6,DE2016,DE,Condor,79848,,
3261,FRA,JFK,08:35:00,0,02:35:00,11:10:00,0,SQ26,SQ,Singapore Airlines,101543,,353610
3262,FRA,JFK,08:35:00,3,02:35:00,11:10:00,3,SQ26,SQ,Singapore Airlines,101543,146199,244016
3263,FRA,JFK,08:35:00,2,02:35:00,11:10:00,2,SQ26,SQ,Singapore Airlines,102740,118265,279868
3264,FRA,JFK,08:35:00,4,02:35:00,11:10:00,4,SQ26,SQ,Singapore Airlines,109784,108753,244016
3265,FRA,JFK,08:35:00,1,02:35:00,11:10:00,1,SQ26,SQ,Singapore Airlines,109784,150775,326151
3266,FRA,JFK,11:00:00,3,02:30:00,13:30:00,3,DL107,DL,Delta Airlines,113799,,248792
3267,FRA,JFK,11:00:00,4,02:30:00,13:30:00,4,DL107,DL,Delta Airlines,117923,,335854
3268,FRA,JFK,17:10:00,2,02:55:00,20:05:00,2,LH404,LH,Lufthansa,120032,,
3269,FRA,JFK,17:10:00,3,02:55:00,20:05:00,3,LH404,LH,Lufthansa,120100,188693,365108
3270,FRA,JFK,11:00:00,6,02:35:00,13:35:00,6,LH400,LH,Lufthansa,120687,188693,390998
3271,FRA,JFK,11:00:00,2,02:35:00,13:35:00,2,LH400,LH,Lufthansa,125430,188693,
3272,FRA,SFO,13:35:00,1,02:35:00,16:10:00,1,UA59,UA,United Airlines,118043,,
